station,hour,day_of_week,month,is_weekend,is_holiday,is_peak_hour,crowd_level
Tollgate,21,3,5,0,0,0,0.2387488295053861
Pachaiyappa's College,0,0,11,0,0,0,0.12752694841619103
Kaladipet,13,2,1,0,0,0,0.5242432782870889
Kaladipet,1,3,1,0,0,0,0.27144155421288596
Ashok Nagar,6,3,7,0,0,0,0.3623136185918282
St. Thomas Mount,9,5,3,1,0,1,0.9373560715396173
Washermanpet,15,1,7,0,0,0,0.6694971201531693
Kaladipet,22,0,10,0,0,0,0.34770044444986137
Saidapet,22,1,8,0,0,0,0.3067973078816406
Wimco Nagar,9,5,4,1,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,3,2,3,0,0,0,0.13626929990219155
Mannadi,15,4,5,0,0,0,0.4729576164545837
Wimco Nagar,3,2,10,0,0,0,0.2872239194888204
High Court,13,0,5,0,0,0,0.4966856650768464
Wimco Nagar Depot,18,0,4,0,0,1,0.7848296310259778
Pachaiyappa's College,13,2,1,0,0,0,0.5912074527502529
Pachaiyappa's College,18,2,3,0,0,1,1.0
Shenoy Nagar,9,5,12,1,0,1,0.9580081316204959
Tiruvottiyur Theradi,8,6,8,1,0,1,1.0
Tiruvottiyur Theradi,5,4,9,0,0,0,0.3272057444898367
Washermanpet,12,5,5,1,0,0,0.7722919500301257
Tiruvottiyur,13,4,3,0,0,0,0.4423465295670542
Ekkattuthangal,18,1,4,0,0,1,1.0
Kaladipet,22,4,5,0,0,0,0.1909962176304264
Anna Nagar Tower,6,4,9,0,0,0,0.239769825830404
Anna Nagar East,16,4,1,0,0,1,1.0
Little Mount,22,2,11,0,0,0,0.2438760816406581
Anna Nagar East,15,4,10,0,0,0,0.5510686585057591
Thirumangalam,6,5,4,1,0,0,0.5176486573638984
AG-DMS,1,5,11,1,0,0,0.6034809676374421
Thirumangalam,17,5,5,1,0,1,1.0
Nanganallur Road,6,6,11,1,0,0,0.3536703083756549
Vadapalani,11,4,2,0,0,0,0.6162725250044795
LIC,15,5,3,1,0,0,0.6549097472853084
Guindy,15,3,3,0,0,0,0.4402245614341331
Sir Theagaraya College,17,5,9,1,0,1,1.0
Anna Nagar Tower,23,3,3,0,0,0,0.33851031120660713
Saidapet,21,4,8,0,0,0,0.2983169942108638
Pachaiyappa's College,7,4,2,0,0,1,0.8834522916113989
Egmore,9,6,2,1,0,1,1.0
Egmore,12,5,6,1,0,0,0.659994868530243
Kaladipet,0,3,6,0,0,0,0.3869933842032363
Washermanpet,6,1,4,0,0,0,0.1191866726616024
Arumbakkam,19,0,7,0,0,1,0.9667827832843535
Tiruvottiyur Theradi,19,6,1,1,1,1,1.0
Anna Nagar East,16,4,11,0,0,1,0.9878723553129446
Koyambedu,2,1,2,0,0,0,0.3017337419778117
Puratchi Thalaivar Dr. M.G. Ramachandran Central,14,0,9,0,0,0,0.3562110991721496
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,9,4,7,0,0,1,1.0
Egmore,15,3,4,0,0,0,0.6428164924603266
Ashok Nagar,13,6,10,1,0,0,0.7017114979162764
High Court,9,2,4,0,0,1,1.0
Kaladipet,4,0,11,0,0,0,0.2532898156005561
Ashok Nagar,8,3,9,0,0,1,0.9555042782114913
Arumbakkam,5,0,12,0,0,0,0.24212335997730966
Tiruvottiyur,8,6,10,1,0,1,1.0
AG-DMS,17,4,9,0,0,1,0.8461871305376147
Anna Nagar East,13,1,6,0,0,0,0.6387958458797393
Thousand Lights,4,0,12,0,0,0,0.2859259599963308
Sir Theagaraya College,22,4,3,0,0,0,0.39687777260868573
Thirumangalam,17,6,10,1,0,1,1.0
Thirumangalam,1,4,8,0,0,0,0.20452604598923915
Wimco Nagar,2,2,9,0,0,0,0.21487485783983945
Teynampet,23,4,3,0,0,0,0.3796379897496617
Nanganallur Road,13,5,9,1,0,0,0.787271687237357
Koyambedu,17,3,6,0,0,1,1.0
Washermanpet,20,2,2,0,0,0,0.44902474455936864
Koyambedu,15,2,5,0,0,0,0.38044341394988307
Meenambakkam,5,0,1,0,1,0,0.5500401346456386
Tollgate,8,2,6,0,0,1,0.849640975738812
Anna Nagar East,7,0,5,0,0,1,1.0
Kilpauk,20,6,3,1,0,0,0.6067015041661701
Wimco Nagar Depot,18,5,7,1,0,1,1.0
Ekkattuthangal,4,4,3,0,0,0,0.4683972290634995
Arumbakkam,4,1,4,0,0,0,0.40952523600943846
Tiruvottiyur,10,2,7,0,0,1,0.9566590554440776
Tiruvottiyur,20,1,12,0,0,0,0.3529379710510953
Nandanam,10,0,6,0,0,1,1.0
AG-DMS,19,4,9,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,13,0,10,0,0,0,0.3912926135398935
Chennai International Airport,18,1,11,0,0,1,0.8800333491794317
Vadapalani,8,3,5,0,0,1,1.0
Tondiarpet,10,2,10,0,0,1,0.9416566206629062
Tondiarpet,5,2,5,0,0,0,0.491885179240506
Tollgate,16,2,3,0,0,1,0.8793111405117079
Vadapalani,21,0,1,0,0,0,0.3238962627435361
Anna Nagar Tower,5,1,1,0,0,0,0.19555665527157248
Tiruvottiyur Theradi,22,4,3,0,0,0,0.3440695282047995
Tondiarpet,12,0,5,0,0,0,0.46410607340215776
Nehru Park,2,3,6,0,0,0,0.3387912290116608
Guindy,17,0,10,0,1,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,23,3,3,0,0,0,0.156810188760585
AG-DMS,3,4,6,0,0,0,0.29611181048078
Ashok Nagar,15,5,12,1,0,0,0.5633432027504833
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,20,3,5,0,0,0,0.1983030449143852
Nehru Park,19,4,7,0,0,1,1.0
Mannadi,0,4,2,0,0,0,0.1545820310831881
Anna Nagar East,13,0,10,0,0,0,0.4484916893550198
Tiruvottiyur,5,2,8,0,0,0,0.17536377971918563
Anna Nagar East,13,1,3,0,0,0,0.40694869921765064
Nandanam,20,0,1,0,0,0,0.25812011069527363
Pachaiyappa's College,16,0,12,0,1,1,1.0
Wimco Nagar Depot,0,0,1,0,0,0,0.3490031306767939
Little Mount,8,3,6,0,0,1,1.0
Tondiarpet,6,5,1,1,0,0,0.436718453023659
Thousand Lights,6,3,2,0,0,0,0.22714415949194064
Thousand Lights,18,6,7,1,0,1,1.0
Sir Theagaraya College,17,4,3,0,0,1,1.0
Egmore,22,2,5,0,0,0,0.36296766819417714
St. Thomas Mount,8,1,2,0,0,1,1.0
Guindy,4,3,11,0,0,0,0.10097378061633691
Sir Theagaraya College,1,6,1,1,0,0,0.503926644071301
Tiruvottiyur,12,3,2,0,0,0,0.5505514291807121
Arumbakkam,22,4,4,0,0,0,0.5652590209631786
Meenambakkam,13,3,11,0,0,0,0.5768427441353253
High Court,15,3,7,0,0,0,0.3871002393513267
Kilpauk,16,6,6,1,0,1,1.0
Pachaiyappa's College,15,5,3,1,0,0,0.4670534305721376
Meenambakkam,20,4,2,0,0,0,0.2999284374515041
Saidapet,2,4,5,0,0,0,0.36138283313688285
AG-DMS,0,0,9,0,0,0,0.3683846335502386
Nandanam,15,4,5,0,0,0,0.71570788788848
Wimco Nagar Depot,11,6,11,1,0,0,0.545037185146415
Washermanpet,10,1,6,0,0,1,0.8993477189886219
Nanganallur Road,12,3,6,0,0,0,0.6587472737396735
St. Thomas Mount,18,6,9,1,0,1,1.0
Teynampet,6,6,4,1,0,0,0.37942798956956464
Tollgate,22,6,7,1,0,0,0.2149797039598863
Puratchi Thalaivar Dr. M.G. Ramachandran Central,22,1,4,0,0,0,0.24365437273105423
Washermanpet,10,2,6,0,0,1,0.8044389946642696
Tiruvottiyur,18,5,7,1,0,1,1.0
Tondiarpet,20,5,8,1,0,0,0.40812168304855495
High Court,8,3,6,0,0,1,0.9560818802379676
Teynampet,7,0,10,0,0,1,1.0
Kaladipet,18,0,5,0,0,1,0.9827275574011534
AG-DMS,13,1,7,0,0,0,0.414470044128029
Kilpauk,9,4,9,0,0,1,0.8137098145546451
Nehru Park,23,2,3,0,0,0,0.26148222482228844
High Court,10,5,9,1,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,12,6,3,1,0,0,0.6620253347178783
Egmore,11,5,10,1,0,0,0.6932259295559281
Government Estate,17,2,2,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,0,6,10,1,0,0,0.25756827657783965
Wimco Nagar Depot,23,5,7,1,0,0,0.39193671586609724
Egmore,9,5,11,1,0,1,1.0
Anna Nagar East,18,0,12,0,0,1,1.0
Kaladipet,0,3,11,0,0,0,0.18076466781570205
Ekkattuthangal,1,0,6,0,0,0,0.27452173138299696
Tiruvottiyur,9,2,3,0,0,1,0.9744947035995694
Washermanpet,5,4,12,0,1,0,0.7742496178829127
Thousand Lights,21,5,8,1,0,0,0.3538004083312981
Puratchi Thalaivar Dr. M.G. Ramachandran Central,10,4,8,0,0,1,0.7109488363172716
Koyambedu,12,5,4,1,0,0,0.7242831063786341
Sir Theagaraya College,2,6,10,1,1,0,0.809025889364562
Shenoy Nagar,1,4,12,0,0,0,0.2153873512481958
Koyambedu,18,0,7,0,0,1,1.0
Thirumangalam,12,5,7,1,0,0,0.49455688536185594
Nanganallur Road,17,2,3,0,0,1,0.8353180876270463
Tollgate,19,0,8,0,0,1,1.0
AG-DMS,10,3,4,0,0,1,1.0
Arumbakkam,10,3,6,0,0,1,0.7956813566358509
Anna Nagar East,15,6,2,1,0,0,0.5417154157158486
Shenoy Nagar,0,0,4,0,0,0,0.21288506854675182
Chennai International Airport,1,5,11,1,0,0,0.585777811038949
High Court,3,4,9,0,0,0,0.09100454745618597
Ashok Nagar,7,4,10,0,0,1,0.7850626009790679
Thousand Lights,13,6,7,1,0,0,0.5458204278048066
Washermanpet,12,4,2,0,0,0,0.5122215726178413
Meenambakkam,0,3,11,0,0,0,0.2477030759326051
Chennai International Airport,15,5,5,1,0,0,0.7071877910157668
St. Thomas Mount,11,2,5,0,0,0,0.30800368771407777
Sir Theagaraya College,4,3,3,0,0,0,0.3376407402597743
Meenambakkam,4,0,4,0,0,0,0.35675989036414374
Alandur,9,1,3,0,0,1,0.8489626619546168
Kaladipet,20,4,8,0,0,0,0.07711376239743518
Tondiarpet,17,0,12,0,0,1,1.0
Mannadi,5,5,5,1,0,0,0.23236689113825296
Shenoy Nagar,18,1,7,0,0,1,1.0
Mannadi,8,3,4,0,0,1,1.0
Nehru Park,17,0,9,0,0,1,0.96031514343508
LIC,10,6,11,1,1,1,1.0
LIC,13,0,11,0,0,0,0.5592760233865577
Tondiarpet,18,0,1,0,0,1,0.9214998999996431
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,3,1,5,0,0,0,0.39306211161682725
Washermanpet,10,6,12,1,0,1,1.0
Mannadi,21,3,6,0,0,0,0.30850454048954384
Tollgate,1,5,11,1,0,0,0.3930391524457907
Nehru Park,12,4,7,0,0,0,0.5039443333115275
Puratchi Thalaivar Dr. M.G. Ramachandran Central,9,5,1,1,0,1,1.0
Nehru Park,10,1,11,0,0,1,1.0
Tollgate,18,5,1,1,0,1,1.0
Nanganallur Road,0,5,3,1,0,0,0.38894973440829816
Little Mount,15,3,5,0,0,0,0.3645536428853375
St. Thomas Mount,19,1,1,0,0,1,0.7824645003487243
LIC,4,4,4,0,0,0,0.24808061315160695
Nanganallur Road,0,2,11,0,1,0,0.7506822270791095
Wimco Nagar,21,6,12,1,0,0,0.48579858064150455
LIC,4,3,10,0,0,0,0.4617313010868704
Tollgate,19,0,5,0,0,1,1.0
Tollgate,1,3,4,0,0,0,0.37015027324983363
High Court,2,1,3,0,0,0,0.10612359134880134
AG-DMS,22,6,11,1,0,0,0.3583355057794901
Saidapet,15,3,10,0,0,0,0.45964139225561346
Koyambedu,20,4,6,0,0,0,0.1802674094549861
Pachaiyappa's College,20,1,9,0,0,0,0.2025282049153067
Alandur,10,1,7,0,0,1,1.0
Tiruvottiyur,5,5,3,1,0,0,0.33066960012168933
Tiruvottiyur,2,5,12,1,0,0,0.32262440579521606
Tiruvottiyur Theradi,5,2,11,0,0,0,0.42475638374266533
Saidapet,10,3,5,0,0,1,0.9575829646616028
LIC,4,2,4,0,0,0,0.12513636203135003
Little Mount,23,1,5,0,0,0,0.16578453891211106
Koyambedu,0,6,12,1,0,0,0.49025303649722207
Nehru Park,5,1,12,0,1,0,0.6034640519057606
Meenambakkam,14,5,6,1,0,0,0.6232171695473108
Tiruvottiyur,5,5,8,1,0,0,0.39616794689773505
Wimco Nagar,2,1,11,0,0,0,0.3195670500165411
Egmore,14,2,12,0,0,0,0.3375331137859085
Shenoy Nagar,9,4,10,0,0,1,0.7989234418911076
Alandur,1,0,7,0,0,0,0.23761394718844323
Wimco Nagar,13,5,6,1,0,0,0.6759903145359811
Anna Nagar Tower,9,1,6,0,0,1,0.72088394860676
Nandanam,22,0,11,0,0,0,0.2873556441710587
Wimco Nagar,14,6,7,1,0,0,0.5219982739485971
LIC,14,3,4,0,0,0,0.5152162062589766
Tollgate,23,0,8,0,0,0,0.2494774495026388
Saidapet,22,5,1,1,0,0,0.311130716037129
Egmore,18,0,3,0,0,1,0.7095173484290155
Shenoy Nagar,8,1,7,0,0,1,0.8860351953319343
Tollgate,4,1,1,0,0,0,0.21555161913741785
Thirumangalam,1,5,4,1,0,0,0.4642157517086591
Arumbakkam,14,3,6,0,0,0,0.6710941489966415
Chennai International Airport,14,2,9,0,0,0,0.6219726590718134
Kilpauk,9,5,12,1,1,1,1.0
Tiruvottiyur Theradi,10,0,10,0,0,1,0.9207185224806109
Thousand Lights,11,2,9,0,0,0,0.6519703426594445
Sir Theagaraya College,15,6,7,1,0,0,0.5010289404196043
Nandanam,2,1,4,0,0,0,0.40011032279040143
Nanganallur Road,4,1,7,0,0,0,0.3843740762341358
AG-DMS,2,6,2,1,0,0,0.5864477016283955
LIC,20,3,6,0,0,0,0.38436338319011937
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,15,0,4,0,0,0,0.6273977819647314
Wimco Nagar,3,4,12,0,1,0,0.7700136993453632
Ekkattuthangal,15,5,5,1,0,0,0.7114823096486977
Arumbakkam,22,0,7,0,0,0,0.22364253714913968
Koyambedu,7,1,7,0,0,1,1.0
St. Thomas Mount,14,5,2,1,0,0,0.48231262472285796
Tiruvottiyur Theradi,1,4,8,0,0,0,0.24654033906008735
Ekkattuthangal,20,4,4,0,0,0,0.48814128728847234
Sir Theagaraya College,18,4,12,0,0,1,0.822758512145843
Chennai International Airport,12,4,3,0,0,0,0.4013170577419905
Thousand Lights,5,0,10,0,0,0,0.261360506556556
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,13,5,7,1,0,0,0.5990073693093839
Tondiarpet,7,5,8,1,0,1,1.0
Washermanpet,16,5,8,1,0,1,1.0
Alandur,16,3,1,0,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,8,2,12,0,1,1,1.0
Vadapalani,13,4,3,0,0,0,0.4017952367846191
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,14,4,9,0,0,0,0.4138218232729357
Koyambedu,2,2,4,0,0,0,0.31823340353707846
Tollgate,2,1,3,0,0,0,0.21543987969161849
St. Thomas Mount,7,3,8,0,0,1,1.0
Thousand Lights,3,3,6,0,0,0,0.39292448957969756
Nandanam,20,0,11,0,0,0,0.31435893326188674
Meenambakkam,20,3,10,0,0,0,0.28653918473900647
Kaladipet,20,3,12,0,0,0,0.19872253000275164
Nanganallur Road,20,4,5,0,0,0,0.15568763448627837
Nehru Park,21,6,6,1,0,0,0.4139033811387567
Wimco Nagar,4,4,6,0,0,0,0.1498124078907386
Pachaiyappa's College,23,1,4,0,0,0,0.42900335649465865
Kaladipet,22,5,2,1,0,0,0.39745156636999246
AG-DMS,9,0,5,0,0,1,1.0
Egmore,2,6,6,1,0,0,0.500275518680987
Koyambedu,5,4,1,0,0,0,0.298650017129965
Saidapet,15,2,4,0,0,0,0.39121246899013706
Vadapalani,18,5,3,1,0,1,1.0
LIC,16,5,9,1,0,1,0.9410120666441623
Meenambakkam,8,6,3,1,0,1,1.0
Anna Nagar Tower,3,5,6,1,0,0,0.569362427904429
Wimco Nagar Depot,14,3,11,0,0,0,0.6753356496462609
Vadapalani,23,2,5,0,0,0,0.4170433465733667
Nandanam,6,6,5,1,0,0,0.6642002422477282
Puratchi Thalaivar Dr. M.G. Ramachandran Central,16,2,10,0,0,1,1.0
Arumbakkam,5,1,8,0,0,0,0.2960595873248819
Teynampet,22,0,11,0,0,0,0.39453708925158987
Kilpauk,7,6,8,1,0,1,0.9720295353320405
Alandur,2,0,8,0,0,0,0.19749653536084252
Alandur,11,5,9,1,0,0,0.8979856379951869
Wimco Nagar,12,3,12,0,0,0,0.5025403476229781
Tollgate,20,4,8,0,0,0,0.16210828567470686
Wimco Nagar,0,3,8,0,0,0,0.3626987006315551
High Court,8,2,6,0,0,1,0.9738459697884883
Ekkattuthangal,22,0,4,0,0,0,0.2441311826475371
Thousand Lights,5,0,4,0,0,0,0.3564055950522052
Guindy,3,5,3,1,0,0,0.5617361227358361
Mannadi,3,2,9,0,0,0,0.4446708306515788
Nandanam,16,6,6,1,0,1,1.0
St. Thomas Mount,11,3,8,0,0,0,0.40246494881106476
LIC,13,6,7,1,0,0,0.8765050827139711
Pachaiyappa's College,23,3,8,0,0,0,0.36636685259749985
Alandur,13,2,8,0,0,0,0.6432640885276004
Wimco Nagar Depot,1,6,2,1,0,0,0.48600231914870606
Shenoy Nagar,15,0,3,0,0,0,0.3243304319458185
Koyambedu,14,2,7,0,0,0,0.56213636984541
Meenambakkam,5,5,2,1,0,0,0.23262465021125567
Koyambedu,15,1,5,0,0,0,0.7329334226667743
St. Thomas Mount,4,4,8,0,0,0,0.2166005115391394
Tiruvottiyur Theradi,23,2,1,0,0,0,0.37978417977096907
Tollgate,16,6,7,1,0,1,1.0
Pachaiyappa's College,7,5,4,1,0,1,1.0
Little Mount,5,2,6,0,0,0,0.24227202552650381
Koyambedu,10,2,1,0,0,1,0.9353198870590543
Washermanpet,14,3,7,0,0,0,0.43864820821145956
Nehru Park,19,1,3,0,0,1,0.9724402794429903
Vadapalani,14,6,11,1,0,0,0.7437271479380951
Alandur,22,2,9,0,0,0,0.38349842001915163
Government Estate,8,1,6,0,0,1,1.0
Thousand Lights,5,6,9,1,0,0,0.33938848271752364
Kilpauk,11,4,2,0,0,0,0.4942076026019671
Thirumangalam,6,2,10,0,1,0,0.5759482483976284
Meenambakkam,7,6,2,1,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,11,2,11,0,0,0,0.5753844872335301
Arumbakkam,23,4,3,0,0,0,0.39644606390345966
Wimco Nagar Depot,17,2,2,0,0,1,1.0
Nehru Park,1,5,8,1,0,0,0.5517207938027685
Guindy,23,0,6,0,0,0,0.1955371332868802
LIC,20,4,9,0,0,0,0.1584015398628896
Tiruvottiyur Theradi,14,5,7,1,0,0,0.821393999563405
Nehru Park,14,6,4,1,0,0,0.732120636473375
Alandur,19,2,12,0,0,1,0.9765645226869902
St. Thomas Mount,2,2,6,0,0,0,0.16217402149786148
Sir Theagaraya College,6,1,5,0,0,0,0.414408202327587
Alandur,5,1,9,0,0,0,0.2053015218364329
Washermanpet,8,6,8,1,0,1,1.0
Ekkattuthangal,10,1,2,0,0,1,0.9218577592256837
Wimco Nagar Depot,9,5,1,1,0,1,1.0
Chennai International Airport,12,5,9,1,0,0,0.6430216155624547
Pachaiyappa's College,20,4,11,0,0,0,0.2053703904301255
Nehru Park,13,5,12,1,0,0,0.4884123101669569
Tiruvottiyur Theradi,18,2,8,0,0,1,1.0
Thirumangalam,10,5,7,1,0,1,0.8948592327757751
Ashok Nagar,12,2,9,0,0,0,0.5514141508711248
Puratchi Thalaivar Dr. M.G. Ramachandran Central,22,5,11,1,0,0,0.6473953278213643
Nandanam,7,4,3,0,0,1,1.0
Mannadi,3,0,8,0,0,0,0.35052287318876135
Tondiarpet,10,0,1,0,0,1,1.0
Thousand Lights,15,2,6,0,0,0,0.4003984427565403
Alandur,5,6,6,1,0,0,0.4572582175871645
Nandanam,18,6,12,1,0,1,1.0
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,21,0,11,0,0,0,0.26977230002543023
Anna Nagar Tower,2,0,8,0,0,0,0.3928436786462254
Koyambedu,6,1,5,0,0,0,0.23044546722261036
Shenoy Nagar,4,3,11,0,1,0,0.6353259262213075
Puratchi Thalaivar Dr. M.G. Ramachandran Central,20,0,7,0,0,0,0.28136526342184764
Kaladipet,10,4,9,0,0,1,0.8238072944329422
Puratchi Thalaivar Dr. M.G. Ramachandran Central,6,1,10,0,0,0,0.2545637304950164
Egmore,19,0,9,0,0,1,0.7974472060914287
Shenoy Nagar,5,6,5,1,0,0,0.5389258466341975
Egmore,6,2,9,0,0,0,0.11808000209915616
Ekkattuthangal,3,1,7,0,0,0,0.3979502636533621
Mannadi,4,2,4,0,0,0,0.5157305942665015
Tiruvottiyur Theradi,21,0,4,0,0,0,0.38713143882567685
AG-DMS,9,5,5,1,0,1,1.0
Wimco Nagar Depot,14,2,5,0,0,0,0.6357053457268834
St. Thomas Mount,9,3,10,0,0,1,0.8896118331212693
Nanganallur Road,4,2,9,0,0,0,0.41922918261655173
Meenambakkam,23,2,2,0,0,0,0.2796176976379468
Egmore,12,0,10,0,0,0,0.5208075570288702
Shenoy Nagar,19,2,1,0,0,1,1.0
Thirumangalam,6,0,2,0,0,0,0.23743093799225426
Chennai International Airport,3,5,11,1,0,0,0.5066470461822346
Vadapalani,22,2,2,0,0,0,0.44903925243328474
Ashok Nagar,17,2,2,0,0,1,1.0
Wimco Nagar Depot,15,2,7,0,0,0,0.5318871183378783
Government Estate,23,6,12,1,0,0,0.43926369795081344
Tondiarpet,3,0,12,0,1,0,0.8293178828364832
Pachaiyappa's College,16,0,8,0,0,1,0.9511691337217577
Wimco Nagar,13,0,1,0,1,0,0.7815567905508523
Kaladipet,1,0,5,0,0,0,0.13579643417583115
Koyambedu,3,5,5,1,0,0,0.22710126345326842
Nanganallur Road,3,6,4,1,0,0,0.39176088768515227
High Court,20,5,2,1,0,0,0.41264239448150203
Pachaiyappa's College,4,5,1,1,0,0,0.6705875062325146
Thirumangalam,5,1,1,0,0,0,0.29273992037730623
Koyambedu,6,6,7,1,0,0,0.5899589605790634
St. Thomas Mount,9,2,4,0,0,1,0.9805352837792868
Arumbakkam,3,3,9,0,0,0,0.26533960399183
St. Thomas Mount,6,0,11,0,0,0,0.22803120505184366
Arumbakkam,20,1,7,0,0,0,0.21814364633719344
Washermanpet,4,5,2,1,0,0,0.36084300227067156
Koyambedu,6,4,11,0,0,0,0.16039210820215766
Kaladipet,21,3,6,0,0,0,0.3011270583161283
Vadapalani,18,6,12,1,0,1,1.0
Arumbakkam,16,5,1,1,0,1,1.0
Arumbakkam,4,4,2,0,0,0,0.2750617721181214
AG-DMS,19,5,7,1,0,1,0.9282252184335662
Wimco Nagar Depot,18,2,4,0,0,1,1.0
Tiruvottiyur,5,3,11,0,1,0,0.6405937294672799
Sir Theagaraya College,21,0,10,0,0,0,0.272084086152714
Meenambakkam,7,1,6,0,0,1,1.0
Kaladipet,20,1,9,0,0,0,0.4483191424619356
Nehru Park,23,3,12,0,0,0,0.5361854571756189
Chennai International Airport,8,3,11,0,0,1,0.7883581370045303
Chennai International Airport,10,3,8,0,0,1,1.0
Egmore,9,5,10,1,0,1,1.0
Kilpauk,5,5,6,1,0,0,0.39066646503750796
Tiruvottiyur Theradi,5,5,9,1,0,0,0.45463457310712463
Nandanam,0,5,5,1,0,0,0.2999607798252848
Guindy,20,3,8,0,0,0,0.17734827204442044
AG-DMS,9,3,6,0,0,1,0.9424009865817442
St. Thomas Mount,9,2,8,0,0,1,0.8745776862648992
Wimco Nagar Depot,12,1,4,0,0,0,0.5728248433761327
Thousand Lights,14,0,10,0,0,0,0.6267201961528719
Guindy,19,4,6,0,0,1,1.0
Wimco Nagar Depot,9,5,9,1,0,1,1.0
AG-DMS,22,4,8,0,0,0,0.17101530021041642
Saidapet,1,1,12,0,0,0,0.37584361259568955
Tiruvottiyur Theradi,15,5,1,1,0,0,0.6908643094087703
Mannadi,6,3,7,0,0,0,0.10411325043344287
Meenambakkam,22,1,7,0,0,0,0.23353205428730722
LIC,19,5,12,1,0,1,1.0
LIC,21,0,7,0,0,0,0.22988188788400565
Alandur,10,3,12,0,0,1,0.9472088128587631
Chennai International Airport,20,5,5,1,0,0,0.37754912489972886
Wimco Nagar Depot,4,0,12,0,1,0,0.5594732421894562
Saidapet,18,6,7,1,0,1,1.0
Chennai International Airport,10,5,3,1,0,1,1.0
Ashok Nagar,3,6,9,1,0,0,0.4565291632390506
Saidapet,6,2,8,0,0,0,0.3389404019303353
Nanganallur Road,11,0,4,0,0,0,0.4772888270168496
Anna Nagar Tower,7,5,8,1,0,1,1.0
Washermanpet,9,5,10,1,0,1,1.0
Thirumangalam,3,1,9,0,0,0,0.29815739562518256
Guindy,15,5,7,1,0,0,0.7771473108786006
Ashok Nagar,17,5,5,1,0,1,1.0
Wimco Nagar Depot,2,0,4,0,0,0,0.447233636141679
Meenambakkam,20,1,8,0,0,0,0.10395662944740304
Wimco Nagar Depot,15,1,3,0,0,0,0.40131863437672166
Nanganallur Road,5,5,1,1,1,0,0.6299090025521169
Sir Theagaraya College,4,3,5,0,0,0,0.33971296640145243
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,15,6,10,1,0,0,0.6687215729920833
Nehru Park,1,3,8,0,0,0,0.30026450437856006
Wimco Nagar,15,5,1,1,1,0,0.9412700370489615
AG-DMS,7,4,4,0,0,1,0.9309256056038145
Nanganallur Road,0,1,8,0,0,0,0.38781802088667305
Sir Theagaraya College,4,1,8,0,0,0,0.18611283068473422
Egmore,20,1,1,0,0,0,0.41990266570313867
Tollgate,14,3,1,0,0,0,0.4926813280641845
Chennai International Airport,3,1,8,0,0,0,0.09163896547270288
High Court,11,2,3,0,0,0,0.557553379597605
Washermanpet,2,1,4,0,0,0,0.19261849614334142
Nehru Park,9,6,1,1,0,1,1.0
Nanganallur Road,11,2,8,0,0,0,0.7319387093198783
Wimco Nagar,13,0,12,0,1,0,0.7912236882123658
Vadapalani,7,1,5,0,0,1,0.7600547768570876
AG-DMS,8,1,12,0,0,1,1.0
Arumbakkam,7,6,10,1,0,1,1.0
LIC,14,4,6,0,0,0,0.40087527983115734
Tiruvottiyur,3,4,8,0,0,0,0.2980647296680619
Pachaiyappa's College,4,3,1,0,0,0,0.44811126843651916
Nehru Park,14,0,4,0,0,0,0.3861562976061263
Pachaiyappa's College,16,4,6,0,0,1,0.746285212984023
Wimco Nagar,13,6,3,1,0,0,0.7005336877921274
Thirumangalam,19,1,10,0,0,1,0.9209071209431777
Alandur,6,6,9,1,0,0,0.4238212759288867
Thousand Lights,4,1,4,0,0,0,0.31155921453165725
Wimco Nagar,5,0,12,0,1,0,0.6353373261184919
Ekkattuthangal,1,6,4,1,0,0,0.478498007731479
Little Mount,23,3,6,0,0,0,0.2637550029282654
Sir Theagaraya College,12,5,2,1,0,0,0.7077801856044869
Kilpauk,15,2,8,0,0,0,0.3035583769255198
Mannadi,22,6,1,1,0,0,0.484867409513684
Tiruvottiyur Theradi,14,1,12,0,0,0,0.6668054945289388
Sir Theagaraya College,12,5,2,1,0,0,0.7870581876085943
Vadapalani,22,3,6,0,0,0,0.2104816144425989
Ashok Nagar,4,2,11,0,0,0,0.4160316001787733
Ashok Nagar,22,2,7,0,0,0,0.3886827380416606
Thirumangalam,17,3,6,0,0,1,1.0
Ekkattuthangal,16,0,1,0,0,1,1.0
Tiruvottiyur,2,3,10,0,0,0,0.3435160144962115
AG-DMS,20,4,12,0,0,0,0.3341086509922567
